u-g,g-r,r-i,i-z,ecc,m4_u,m4_g,m4_r,m4_i,m4_z,petroR50_u,petroR50_r,petroR50_z,petroR90_u,petroR90_r,petroR90_z,class
2.2041700000000013,0.8393599999999992,0.39916000000000196,0.3131599999999981,0.933152,1.780467,2.151933,2.194505,2.17751,2.1877,1.019255,1.1146,1.104855,1.644946,2.207659,2.151785,merger
1.2151800000000001,0.6177199999999985,0.4057099999999991,0.24618000000000073,0.8891262,1.967398,2.116862,2.224231,2.25234,2.304321,2.522156,2.539708,2.38026,5.537885,5.613749,5.156144,merger
1.3933100000000032,0.7473499999999973,0.4502200000000016,0.21436999999999884,0.4741131,2.209568,2.194353,2.259825,2.258434,2.245474,2.599737,2.468692,2.195024,8.590766,7.709337,6.909,merger
0.8735499999999998,0.3990600000000004,0.392949999999999,0.19919000000000153,0.7802803,2.121556,2.220024,2.293231,2.332167,2.321764,2.270644,2.658541,2.494122,6.324902,7.316635,6.992407,merger
1.7994500000000002,0.7959200000000006,0.40726000000000084,0.2745299999999986,0.5101351,2.415254,2.452152,2.443151,2.440272,2.383487,7.026027,5.447197,4.933511,21.87578,16.25143,15.29928,merger
1.5673199999999987,0.623940000000001,0.3890999999999991,0.22805999999999926,0.5044198,2.248424,2.30164,2.317344,2.342998,2.30091,2.210914,2.294567,1.946403,7.674758,6.925469,5.811048,merger
1.4787800000000004,0.7205499999999994,0.43202999999999747,0.3205000000000009,0.2450151,2.03451,2.089772,2.148929,2.174081,2.181194,2.896972,3.484591,3.029992,7.395638,10.18212,8.979984,merger
1.4785400000000024,0.5113099999999982,0.3280600000000007,0.26069999999999993,0.3251639,2.060129,2.307495,2.329227,2.345609,2.364815,5.161983,4.235553,4.078778,12.8363,10.72554,10.88676,merger
1.940760000000001,0.9777500000000003,0.4258299999999977,0.3193700000000028,0.6292701,2.533793,2.515514,2.464238,2.440832,2.374714,1.645126,4.336073,2.182222,2.352708,11.8987,6.724877,merger
1.663920000000001,0.882080000000002,0.4619,0.3171799999999987,0.9024072,2.383254,2.387277,2.347325,2.342885,2.31105,2.53797,2.249554,1.923997,6.81082,6.389096,5.295961,merger
1.9917200000000008,0.9201799999999984,0.4350000000000005,0.34408999999999956,0.7664105,2.23366,2.26975,2.302066,2.343791,2.337911,1.42533,1.558005,1.581214,4.098301,4.711139,4.593029,merger
1.3062600000000018,0.49624000000000024,0.3867699999999985,0.10623000000000005,0.7541662,2.141135,2.192715,2.176665,2.149057,2.162309,4.713706,2.475777,1.081138,13.28011,7.260832,2.665823,merger
2.501980000000003,1.190789999999998,0.6128700000000009,0.4663699999999995,0.6937991,2.309783,2.533938,2.602106,2.615345,2.520758,3.04409,6.219137,5.018762,5.204703,18.86175,15.37998,merger
1.2609199999999987,0.5360800000000001,0.4113199999999999,0.24253000000000036,0.308523,2.449898,2.475487,2.3851,2.385255,2.308156,5.218831,10.34239,4.099173,14.1649,31.46295,13.40118,merger
1.221540000000001,0.9291599999999995,0.48156,0.26112999999999964,0.5919543,2.293453,2.465018,2.545176,2.535779,2.499575,7.348814,4.556744,3.460672,19.83535,12.24086,9.694851,merger
0.8042699999999989,-4.708600000000001,0.4304900000000025,4.8793299999999995,0.4263786,2.39602,2.309089,-9999.0,-9999.0,2.330249,1.510635,4.249687,1.123104,2.912693,4.891925,2.271926,merger
1.7572200000000002,0.6750000000000007,0.39235999999999827,0.28611000000000075,0.6999355,2.124988,2.158687,2.26012,2.335539,2.46172,4.936532,6.293501,5.697086,9.992322,14.87957,14.24903,merger
1.116819999999997,0.5036800000000028,0.5337599999999991,0.11468999999999951,0.3999828,2.385012,2.512392,2.558093,2.594118,2.523211,2.789794,3.046206,2.850048,6.34727,7.826622,7.178288,merger
1.1686499999999995,0.5054499999999997,0.38349999999999973,0.15633000000000052,0.7656051,0.8204387,1.837226,1.781253,1.785556,1.771321,3.152956,4.045813,3.920856,6.070121,7.104168,6.747948,merger
1.9675000000000011,0.9291700000000009,0.41359999999999886,0.3077400000000008,0.7998756,2.304872,2.371214,2.400634,2.388276,2.367057,3.570867,3.355449,2.995831,13.65961,11.95198,11.25024,merger
0.02300999999999931,-3.84647,-0.630589999999998,1.52928,0.3070523,2.068515,2.167593,1.74361,-9999.0,-9999.0,2.018436,1.015548,4.519185,4.320153,2.280171,5.324216,merger
1.9112100000000023,0.80917,0.4019300000000001,0.2809999999999988,0.7230154,2.389381,2.365099,2.359127,2.37398,2.366087,6.749693,6.72664,5.523906,23.04755,24.52514,22.30246,merger
1.69679,0.720209999999998,0.28715000000000046,0.2203400000000002,0.3893272,2.161266,2.289304,2.343835,2.33777,2.342483,3.911711,3.736719,3.222319,13.25889,8.913741,8.047737,merger
1.1272899999999986,0.6257400000000004,0.43246000000000073,0.22874000000000017,0.3773133,2.218606,2.395625,2.392034,2.391753,2.398324,1.720789,2.696266,2.411662,8.484847,8.757905,8.781188,merger
1.5479700000000012,0.6473800000000001,0.3409999999999993,0.32450000000000045,0.6169901,2.211964,2.28959,2.405634,2.479177,2.488541,3.780384,3.940605,3.465209,12.27164,11.99153,9.958914,merger
1.8980100000000029,0.914279999999998,0.4919600000000006,0.31095000000000006,0.5402797,2.384785,2.429524,2.404261,2.422189,2.402131,3.276323,3.065812,2.765849,7.681708,8.709917,7.984151,merger
1.4721599999999988,0.6699699999999993,0.4162800000000004,0.25154999999999994,0.4622407,2.103678,2.098292,2.149203,2.160559,2.173477,4.482253,3.875682,3.361826,10.80849,8.650503,6.975857,merger
1.0141300000000015,0.300419999999999,0.24947999999999837,0.10887000000000313,0.2999564,2.098106,2.206126,2.299349,2.306646,2.300416,5.831962,4.868125,3.54601,12.8424,11.27043,8.609083,merger
1.6332099999999983,0.8189700000000002,0.4208600000000011,0.32318999999999853,0.4353404,2.571271,2.62644,2.62377,2.592396,2.589407,17.71189,9.62407,6.085741,36.61196,27.42785,13.70913,merger
1.8387700000000002,1.1775999999999982,0.5354700000000001,0.3370500000000014,0.6498415,2.233143,2.215264,2.274071,2.327368,2.298245,2.185431,1.718147,1.375044,5.651696,5.197046,5.019026,merger
1.4234299999999998,0.6462000000000003,0.3816200000000016,0.21844999999999715,0.6776156,2.142445,2.264209,2.28681,2.307214,2.302488,1.602833,1.995903,1.599373,3.035124,4.475286,3.655859,merger
1.4780999999999977,0.6020800000000008,0.41567000000000043,0.30952999999999875,0.6920763,2.274659,2.257715,2.375444,2.468855,2.494709,4.158295,6.406686,7.121476,10.1107,18.80935,20.50527,merger
0.9399499999999996,0.44395000000000095,0.4248200000000004,-0.01774999999999949,0.3684736,2.244519,2.224153,2.301805,2.441788,2.404027,3.544056,3.399848,2.770254,8.133285,8.744202,8.116343,merger
1.8099600000000002,1.111349999999998,0.4632700000000014,0.32039999999999935,0.5677805,2.129066,2.302668,2.286922,2.263689,2.264242,4.018362,1.905339,1.53733,6.543653,6.795446,6.566495,merger
1.1147400000000012,0.2703699999999998,0.2074499999999979,0.043960000000002,0.8368931,2.115416,2.062882,2.126772,2.151322,2.158025,2.513355,2.67392,2.402533,4.805918,5.934056,5.162122,merger
0.7546199999999992,0.3406500000000001,0.20501000000000147,0.20626999999999995,0.5717658,2.215555,2.30593,2.294173,2.279829,2.280787,3.091,4.214952,4.272161,9.425062,12.26715,12.31495,merger
1.90822,0.8634699999999995,0.3646200000000004,0.30433999999999983,0.8262298,2.357507,2.371437,2.371924,2.40599,2.39431,2.219115,3.570417,3.129067,7.389687,11.64439,10.47237,merger
1.2751599999999996,0.7319999999999993,0.4078499999999998,0.24845999999999968,0.5499429,2.039379,2.214491,2.312778,2.322095,2.322839,4.071435,3.937062,3.378142,8.911776,9.31541,7.653123,merger
1.5483399999999996,0.7664700000000018,0.4515699999999985,0.31224000000000096,0.5125787,2.009082,2.177107,2.245187,2.265502,2.282204,3.033735,2.801962,2.409243,9.651185,8.600889,7.968019,merger
2.0590200000000003,0.9442599999999999,0.4787399999999984,0.3112300000000001,0.8717132,2.23375,2.289645,2.256455,2.24594,2.250296,1.568416,1.804324,1.597152,3.658659,5.840677,5.116563,merger
-8.20235,0.8917000000000002,1.3908400000000007,-0.5653000000000006,0.3998958,2.387503,-9999.0,-9999.0,-9999.0,-9999.0,61.13338,134.3947,89.22009,101.2977,162.4281,116.5357,merger
0.7530999999999999,0.5597200000000004,0.24581999999999837,0.262690000000001,0.8957848,2.159234,2.148665,2.172248,2.206698,2.223558,2.125836,3.234211,3.205588,8.682899,11.41284,10.75438,merger
1.5123099999999994,0.8359500000000004,0.421520000000001,0.26222999999999885,0.8191979,1.997917,2.287369,2.313331,2.356924,2.337455,1.827545,2.28842,1.787282,2.766367,4.925248,3.700751,merger
1.2707599999999992,0.12150000000000105,0.3463499999999975,-0.9073499999999974,0.3928096,2.112053,2.128678,2.300676,2.313858,0.6731024,6.704854,5.499919,-9999.0,15.13823,13.98789,-9999.0,merger
1.8330299999999973,0.7603200000000001,0.38325999999999993,0.27682000000000073,0.7559928,2.100519,2.367424,2.365085,2.367586,2.345067,5.950726,5.2149,3.654406,11.00428,11.05051,9.295956,merger
1.9449600000000018,0.9267299999999992,0.4627800000000004,0.3573399999999989,0.6593674,2.570003,2.581438,2.565573,2.549786,2.524208,9.103419,5.899868,5.011887,20.75426,15.0027,12.60966,merger
1.740079999999999,1.0309100000000022,0.4476899999999979,0.2948700000000013,0.7222947,2.467585,2.354569,2.375811,2.391762,2.37107,4.524202,3.242836,2.468044,13.98466,11.67159,9.855418,merger
1.3057200000000009,0.6440599999999996,0.47774999999999856,0.1884099999999993,0.5130382,2.263511,2.327236,2.338154,2.35137,2.279139,1.63715,2.773726,2.313053,5.413395,8.859908,8.037198,merger
1.6646099999999997,0.7953899999999994,0.4608699999999999,0.4486699999999999,0.3416949,2.134203,2.206235,2.26902,2.26368,2.293989,3.785553,4.327103,4.087011,7.078364,9.228007,9.391738,merger
1.9933800000000002,0.8825699999999994,0.42203000000000124,0.31434999999999924,0.6689536,2.420928,2.503071,2.438525,2.41628,2.381931,3.553281,4.636871,4.265003,8.179732,12.64082,11.48139,merger
1.3970100000000016,0.905619999999999,0.5188500000000005,0.29579999999999984,0.7840333,2.519192,2.501665,2.465516,2.436976,2.460904,3.033772,2.237345,2.009252,5.771684,5.330086,5.043399,merger
2.42249,1.2031300000000016,0.4327899999999971,0.3402700000000003,0.8094692,2.178267,2.554514,2.560748,2.577746,2.47329,0.7726217,2.487846,2.301429,1.876698,6.161175,5.238506,merger
2.092500000000001,0.9709299999999992,0.48650000000000126,0.3417199999999987,0.7904704,2.502695,2.495062,2.471655,2.461416,2.44409,4.698488,5.727299,5.048713,13.8928,18.43778,17.23844,merger
1.910420000000002,0.872659999999998,0.4348400000000012,0.29739999999999966,0.7943906,2.343216,2.326988,2.362205,2.37277,2.385539,13.68032,4.188968,3.460898,27.65344,19.19985,16.0822,merger
2.1310600000000015,1.0787699999999987,0.4349999999999987,0.21640999999999977,0.6949486,2.144589,2.430302,2.440552,2.415451,2.331878,3.419578,2.827358,1.925911,5.72223,8.601045,5.600944,merger
1.5055200000000006,0.7297399999999996,0.41252000000000066,0.24702999999999875,0.5305781,2.104654,2.203304,2.30145,2.346666,2.342676,2.014726,2.208625,1.999547,4.650806,6.023645,5.481021,merger
1.2820900000000002,0.5242400000000007,0.30116999999999905,0.1682100000000002,0.8528052,2.012608,2.136667,2.263373,2.269106,2.331548,3.600371,3.805036,3.557552,7.131089,8.555838,7.828177,merger
1.0485099999999967,0.4547200000000018,0.2788599999999981,0.1765300000000014,0.8700823,2.117448,2.154735,2.216294,2.210281,2.194319,2.412288,2.629987,2.5743,6.934568,6.707078,6.64215,merger
1.8793299999999995,0.8250899999999994,0.37216000000000093,0.3139099999999999,0.5706223,2.079395,2.244621,2.194952,2.188351,2.241918,1.258734,1.38744,1.284594,3.199029,3.888708,3.647327,merger
1.743739999999999,0.984370000000002,0.4855499999999999,0.4156999999999975,0.3896996,2.309349,2.343042,2.277334,2.265084,2.261575,3.167229,2.412328,1.278787,11.15962,6.057556,3.408743,merger
2.0369400000000013,0.964929999999999,0.41999999999999993,0.3268000000000004,0.5937869,2.19721,2.381243,2.372297,2.355532,2.329715,1.071306,5.229129,4.833349,2.28086,15.62481,14.12755,merger
0.9555900000000008,0.4679499999999983,0.3587600000000002,0.09415000000000084,0.4880159,2.179587,2.241292,2.332906,2.358213,2.397915,4.511734,4.406692,3.953527,10.98702,11.10386,10.32039,merger
1.4396200000000015,0.6333599999999997,0.42825000000000024,0.3700600000000005,0.3834612,1.966748,2.057231,2.070545,2.129776,2.174948,7.153943,6.693203,5.461985,12.16884,12.19326,9.817919,merger
1.854409999999998,0.7789400000000004,0.36668000000000056,0.30759000000000114,0.5749806,2.250556,2.326351,2.344749,2.339914,2.314925,1.566217,3.032844,2.258843,4.941826,16.89981,13.38488,merger
2.048919999999999,0.97513,0.5052699999999994,0.36642999999999937,0.6380215,1.714964,2.170449,2.323423,2.417066,2.490754,2.610625,3.958434,3.494907,4.31298,8.967945,7.372232,merger
0.9401399999999995,0.25732,0.2754399999999997,0.08074000000000225,0.3866959,2.199391,2.234995,2.268472,2.260853,2.246495,1.878258,1.97484,1.971654,4.4296,4.465445,4.694778,merger
1.939619999999998,1.00882,0.4709600000000016,0.36646,0.3542852,2.064509,2.379746,2.414702,2.413668,2.397371,1.715849,2.758627,2.057057,14.06041,8.427732,6.580284,merger
1.9812800000000017,0.8538299999999985,0.36777000000000015,0.2992800000000013,0.5574476,2.365175,2.364479,2.360369,2.369729,2.35248,1.67509,2.08728,1.741247,3.899389,6.606841,5.580015,merger
1.7522199999999977,0.8300600000000014,0.4993800000000004,0.30763999999999925,0.4608794,2.30409,2.504139,2.478551,2.446751,2.404042,5.23433,4.459234,3.51714,15.68331,14.31879,11.39875,merger
1.9412199999999995,1.0102200000000003,0.5378000000000007,0.4484899999999996,0.6199767,2.406057,2.656913,2.52771,2.52276,2.526171,12.71652,9.090348,8.257838,29.64742,21.84593,21.49316,merger
1.938089999999999,0.8432900000000014,0.37159999999999904,0.3269500000000001,0.4930519,2.335632,2.340689,2.411614,2.42595,2.406784,2.499622,2.266479,2.134138,6.812368,6.208226,5.801709,merger
2.122200000000003,1.0546099999999967,0.5365400000000022,0.29251999999999967,0.7925121,0.4348705,2.287968,2.342789,2.379974,2.399477,1.47944,2.839247,2.231832,2.058934,8.598144,6.668344,merger
1.6573700000000002,0.7337699999999998,0.34903000000000084,0.1536799999999996,0.7903019,2.374995,2.514662,2.543125,2.540745,2.453044,2.736742,3.776621,2.87958,5.603837,9.045523,7.187706,merger
1.33915,0.6384100000000004,0.30118000000000045,0.28922000000000025,0.454282,2.191977,2.21339,2.373287,2.141721,2.183746,3.946372,3.995564,3.416467,12.45951,13.4803,11.73135,merger
1.59638,0.8687900000000006,0.4229300000000009,0.32546999999999926,0.7398738,1.900186,2.038965,2.036985,2.063052,2.099098,0.8510016,0.7813398,0.7689603,1.471315,1.488073,1.474795,merger
1.071990000000003,0.4092299999999973,0.28441000000000116,0.15685999999999822,0.7029682,2.075502,2.246043,2.264744,2.275195,2.298872,2.450904,2.705899,2.724157,5.821415,6.63113,6.405684,merger
1.176560000000002,0.7430699999999995,0.4731999999999985,0.19003999999999976,0.8701563,2.147147,2.215336,2.239815,2.240185,2.289832,1.625211,2.033949,1.900577,4.490575,5.872809,5.457552,merger
1.7974500000000013,0.9613499999999995,0.43978999999999857,0.31400000000000006,0.5010844,2.277349,2.420978,2.44445,2.44693,2.427242,4.709179,3.252675,2.300016,12.70166,7.843932,5.79829,merger
1.8289200000000019,0.7635099999999984,0.42765000000000164,0.3269099999999998,0.7431359,2.161365,2.236626,2.309289,2.344655,2.324003,5.874796,8.248536,7.773286,10.44522,23.68471,24.88686,merger
1.8769900000000028,0.8459499999999984,0.3893400000000007,0.29652999999999885,0.5326071,2.317108,2.372314,2.369607,2.367765,2.339614,2.031513,2.885416,2.514766,4.874871,7.888736,7.314715,merger
1.575960000000002,0.7516199999999991,0.4032800000000005,0.3436800000000009,0.5430793,2.141602,2.463449,2.468527,2.485347,2.454484,5.474915,5.029026,4.550879,13.66363,13.0067,13.06598,merger
1.7452600000000018,0.8475499999999982,0.4564800000000009,0.33944999999999936,0.4482751,2.144437,2.325891,2.35919,2.359857,2.425203,5.893588,4.98745,4.776126,14.27474,12.67449,13.71805,merger
1.09891,0.47465000000000046,0.47606000000000037,0.09647999999999968,0.4707251,2.026563,2.149112,2.236728,2.225766,2.219836,4.216201,4.016979,3.648293,8.100314,9.161736,7.762969,merger
0.9806499999999989,0.4374399999999987,0.2432300000000005,0.22667000000000037,0.7253567,2.050613,2.105816,2.139652,2.151092,2.157802,3.490461,3.8324,3.688011,6.863051,8.700615,8.14099,merger
1.4368400000000001,0.7671400000000013,0.4302199999999985,0.30168000000000106,0.5123407,2.431996,2.419525,2.454285,2.470916,2.472902,2.294677,3.237916,2.791734,4.361306,9.185198,8.658407,merger
1.8958700000000022,1.0083899999999986,0.4425300000000014,0.3416899999999998,0.5999927,0.5816889,2.346116,2.397904,2.439518,2.487684,3.605732,2.696167,2.436285,9.204205,6.226351,5.371861,merger
1.0385100000000023,0.39093999999999696,0.24969000000000108,0.10482999999999976,0.5673273,2.325342,2.297342,2.341465,2.370282,2.381258,3.72053,3.690592,3.452535,8.114025,8.157072,8.3525,merger
2.034690000000001,0.9414099999999976,0.5124200000000023,0.2712399999999988,0.5066709,2.02591,2.201019,2.190482,2.214041,2.188094,0.9425275,2.528074,1.366507,1.477923,7.094869,4.234282,merger
1.892599999999998,0.9124400000000001,0.45616000000000057,0.26880999999999844,0.4000014,0.587806,2.265762,2.220227,2.25809,2.192399,2.120813,4.372939,2.529308,3.708065,11.92393,7.415026,merger
0.7438199999999995,0.21324000000000254,0.2785999999999973,-0.008029999999997983,0.5125352,2.11397,2.089938,2.170397,2.141852,2.149977,1.907477,1.953465,1.906009,4.143935,4.618678,4.496402,merger
1.2253299999999996,0.5683600000000002,0.3810000000000002,0.28941000000000017,0.5384037,2.297509,2.364565,2.345443,2.361897,2.315358,2.870364,3.978974,2.919336,8.273991,12.23954,9.334108,merger
1.1941799999999994,0.39869999999999983,0.24686999999999948,0.21584999999999965,0.6412259,2.024916,1.949329,2.052984,2.120201,2.170734,4.540056,4.37277,4.31411,9.999393,8.881357,9.666264,merger
2.2761000000000013,1.034130000000001,0.516,0.38319999999999865,0.5454367,2.493298,2.424228,2.39754,2.381929,2.385182,6.296986,5.073234,4.031916,14.78542,16.30291,15.14534,merger
1.040300000000002,0.8484499999999997,0.46347000000000094,0.2731299999999983,0.5833077,2.13637,2.3153,2.339184,2.359663,2.321976,0.9884146,1.62392,1.489688,4.548613,4.45746,4.08884,merger
1.7627800000000011,0.8090600000000006,0.38842,0.2891300000000001,0.8349674,2.206316,2.69004,2.561448,2.549657,2.513405,5.480795,6.218571,6.07435,9.534946,14.87594,16.56714,merger
1.5192300000000003,0.8078900000000004,0.44833000000000034,0.29696999999999996,0.7426467,2.407759,2.467492,2.408597,2.424921,2.387529,2.977785,2.985833,2.270314,6.168426,7.112282,5.674672,merger
1.4175700000000013,0.6052799999999987,0.3784799999999997,0.23974000000000117,0.2696759,2.236671,2.315646,2.334746,2.343094,2.322943,3.890831,3.642642,3.311226,12.25851,10.07036,9.833562,merger
1.435690000000001,0.6262199999999982,0.3899500000000007,0.29564000000000057,0.8571261,2.499006,2.465381,2.531414,2.523086,2.523589,2.832238,3.270286,2.830715,8.144472,10.05793,8.730839,merger
2.0717300000000005,0.7989800000000002,0.3513599999999997,0.29664999999999964,0.5283195,2.363449,2.429,2.438833,2.421135,2.402852,2.721544,3.439418,3.242195,7.364594,10.34969,9.722766,merger
1.06466,0.5126600000000003,0.4054500000000001,0.18491999999999997,0.6316847,2.283754,2.322975,2.296175,2.291704,2.282231,3.471078,3.265115,3.057352,8.679729,8.863479,8.461697,merger
1.1953500000000012,0.5901599999999974,0.34521000000000157,0.13893999999999807,0.3390324,2.282893,2.460939,2.466974,2.43856,2.441557,2.397861,2.3824,2.063614,8.143396,6.114937,5.494513,merger
1.5024699999999989,0.6919700000000013,0.4078300000000006,0.2393900000000002,0.6211151,0.5999607,2.19584,2.264861,2.280817,2.299904,3.716273,4.680891,4.269059,7.936691,12.7931,11.3126,merger
2.20299,1.1091499999999996,0.4954400000000021,0.33784999999999954,0.6395054,2.155215,2.276375,2.231204,2.215275,2.159486,1.364435,1.962775,1.593895,2.448565,6.143636,5.712333,merger
1.9076099999999983,0.9243799999999993,0.48772000000000304,0.331159999999997,0.7935365,2.116655,2.014326,2.042539,2.08694,2.08299,0.6346044,0.6175352,0.6021359,1.190924,1.193721,1.152726,merger
1.6395400000000002,0.718510000000002,0.4558099999999996,0.25626000000000104,0.4301876,1.999368,2.167461,2.207504,2.253428,2.224495,1.757377,1.992776,1.528528,5.404597,5.653526,4.574258,merger
1.6034199999999998,0.5943599999999982,0.40837000000000145,0.2633700000000001,0.6656891,2.136996,2.130661,2.235885,2.264658,2.290417,1.778028,2.892479,2.546764,2.983699,8.92583,8.203669,merger
1.4107599999999998,0.6996099999999998,0.4472200000000015,0.22275000000000134,0.6635138,2.51752,2.357301,2.321967,2.326995,2.31073,2.606198,2.793367,2.207102,8.728347,8.328768,5.336717,merger
1.1218499999999985,0.4629800000000017,0.37671999999999883,0.17849000000000004,0.4599464,2.313614,2.459173,2.44303,2.4475,2.439874,2.518817,2.807218,2.553726,5.955121,6.696699,6.570602,merger
1.888180000000002,0.8452899999999985,0.3430300000000006,0.3396600000000003,0.5329022,2.246547,2.24528,2.266695,2.254456,2.252943,1.780933,1.879831,1.850461,5.200458,6.477582,6.281084,merger
1.5034699999999965,0.7918100000000017,0.3655899999999992,0.3443700000000014,0.3935306,1.849036,2.126662,2.388707,2.642732,2.546462,4.810486,6.627991,5.285717,8.629169,14.29835,12.7013,merger
1.6877299999999984,0.9098100000000002,0.49224000000000245,0.3523999999999994,0.3500577,2.253678,2.226278,2.300386,2.443003,2.44927,1.654327,1.997756,1.897762,2.912196,5.140377,5.053546,merger
2.1539400000000004,0.8207000000000004,0.4131400000000003,0.3158599999999989,0.3891436,0.5925407,2.357934,2.318426,2.299696,2.284731,35.10387,12.29884,8.006493,55.23644,30.6497,24.21017,merger
1.4374300000000027,0.778299999999998,0.5290099999999995,0.22197000000000244,0.594837,2.334245,2.35161,2.445009,2.437986,2.45826,1.826978,1.834391,1.640459,6.406858,5.181228,4.294707,merger
0.9853200000000015,0.4060300000000012,0.5543399999999998,0.02407999999999788,0.4499995,2.086506,2.149593,2.212189,2.180413,2.290715,3.650223,3.663233,3.046499,9.606624,7.921632,6.052333,merger
